MaxT,MinT,WindSpeed,Humidity 
29.1,25,4.9,85.1
32.7,25.8,4.5,79.8
31.7,26.4,4.7,77.7
32.8,26,5.1,78.3
27.7,24.7,5,81.3
29.3,24.5,5.5,83.3
28.8,25.1,5.2,82.4
29.4,24.6,5.4,95.1
30.7,25.7,5.1,80.2
31.4,26.1,5.1,76.3
29.5,25.1,5.2,85.6
29.5,25.4,5.6,84.4
31.6,26.2,5.3,78.2
31.5,26.7,5.3,79.7
32.8,27.1,5.4,77.5
33.9,26.9,4.6,78
33.9,27.1,4.7,79.6
34.3,28.2,5.4,74.5
32.5,28.2,5.8,70.7
29.4,26.5,6.6,81.8
31.6,26.4,5.4,74.5
33.1,26,5.6,76.8
35.1,27.1,4.1,72.7
33.9,28.2,4.2,77.8
28.7,25.8,4.2,82.3
30.6,25.1,4.4,80.4
33.7,26.1,3.5,74.7
34.2,27.6,4,75.3
35.1,27.9,4.3,75.9
35.2,27.5,4,81.6
34.2,27.4,3.2,77.7
33.3,25.8,3.2,84.5
33.2,25.9,3.8,79.2
33,25.9,3.7,86.5
31.4,25.9,4.2,87
30.1,25.2,4.1,85.7
31.8,25.7,4,81.8
30.3,26,4.2,80.9
31.7,25.6,4.6,80
33,26.8,4.5,81.7
32.4,26.8,5.2,78.9
33.3,26.6,5.3,77.8
33.9,27.7,4.7,76.2
35.6,27.5,3.9,75.6
35.3,27.6,3.9,74
33.8,26.7,4.4,74.9
30.9,27,4.1,77.4
32.4,25.4,3.2,81.2
31.9,25.9,3.2,78.7
35.2,26.4,2.5,76.6
34.7,27.4,2.6,77
35.5,26.8,2.4,74.3
35.5,27.9,2.7,75.3
32.3,26.9,3,75.6
35,25.8,3.4,79
35.4,26.7,3.4,74.7
35.7,27,3.2,73.3
33.2,26.4,2.9,74
32.3,25.8,2.6,82.9
32.4,26.3,2.1,81
32.7,25.9,1.9,86.1
32.4,26.7,2.5,86.7
32.5,26.8,2.3,82.7
33.4,26.7,2,82.4
33.5,26.6,1.6,82.9
33.2,26.8,2.2,80.2
33.1,25.7,2,77.3
32,26.3,2.5,82.3
32.5,26.3,3.1,79.4
33,27,2.7,82.4
30.9,25.7,3.9,80.7
30.9,25.3,4.8,74.8
31.7,26,4.4,76.6
34.1,26.2,3.9,73.1
34.6,26.2,3,71.7
34.2,26.6,3,75.2
35,27.3,2.8,74.9
34.9,27.4,3.2,73.6
34.8,24.9,3.5,78.6
32.9,25.5,4.2,72.2
31.6,25.4,3.4,76.5
33,27.1,3.7,72.3
31.1,26.5,3,77.8
29.2,25.2,3.3,84.7
30.6,25.2,3.9,81.1
32.6,25.7,3.6,75.6
32.7,26.4,3.3,71.4
32.6,27.2,2.5,76.1
32.8,27,2.7,80.9
31.6,25.1,3.4,82.2
32.2,24.6,2.9,79.4
32.4,25.2,3.1,77.6
31.3,25.8,3.9,76.8
32.1,26.4,3.9,74.3
34.2,27.3,3.4,75.8
34.1,26.5,2.4,77.5
33.2,26.2,2.3,75.2
32.9,26.5,2.2,73.3
32.6,26.2,2.6,71.9
32.9,25.5,2.4,71.4
29.3,25,2.1,76.4
29.1,25.2,2.8,84.1
26.4,24.9,2.8,91.1
26.5,24.8,3.6,83.7
27,24.6,3.5,90.8
27.8,24.4,2.9,87.4
28.8,25.3,3.1,87.9
28.1,24.9,2.5,81.5
31.9,25,2.1,76.7
32.3,25.3,2.1,69.1
32.1,24.6,1.6,73.9
31.3,24.5,1.4,69.5
30.9,24.6,2,75
30.9,25.1,2.4,74.5
31.4,24.9,2.5,75.3
31.2,23.7,2.4,75.3
31.3,22.4,2.5,74.1
31.1,22.1,2.3,70.6
31,22.7,2,69.5
31.2,22.8,2.1,70.6
31,22.6,2.1,71.9
31,23.1,2.3,72.8
30.9,22.1,2.3,65.6
31,21.4,1.7,60.6
31.1,20.7,2.1,60
30,20.5,1.9,61.3
29.6,20.6,2.7,64.2
29.6,22,2.9,76.5
30.7,22.7,2.8,74.1
31.7,23,1.8,71.6
31.7,23,1.9,62.6
31.1,23.8,2,65.3
29.1,23.1,2.1,67.4
26.5,23.3,2.4,74
29.2,24.3,2.8,74.5
30.5,23.9,2.4,78.6
31.7,23.7,1.6,74.6
31.3,22.8,2.3,66.3
30.2,21.1,2.3,59.5
27.1,22.3,2.2,61.3
29.8,24.4,2,72.8
31.3,23.2,1.8,72.5
31.1,24,1.5,76.5
30.8,24,1.8,77.6
30.1,23.5,2,72.9
29.9,21.6,2.3,69.4
29.6,20,2.6,64.9
29.1,19.6,2.2,58.9
28.7,19.4,2.4,63.2
28.6,20,1.5,63.9
29.4,19.8,1.9,56
31.6,19.7,1.8,53.8
31.4,21.5,2.2,55.6
30.2,23.5,3.1,69.2
30,21.2,1.9,62.2
30.5,19,1.5,63.4
30.3,17.5,2,55
29.9,18.6,1.7,60.3
29.6,18.2,1.6,58.9
29.3,18.6,1.6,64.4
29.8,18.8,1.5,60.9
29.5,18.4,1.5,57.3
28.8,19.2,2.3,64.6
28.3,20.5,2.4,65.7
29,20,2,68.9
29.2,19,2.3,65.9
29.6,19,1.6,64.7
29.9,19.2,1.9,65.6
29.4,19.7,1.7,65
29.4,20,1.7,67.7
28.9,19.2,2.3,67.9
29.1,19.4,2.4,67.6
28.9,19.7,2.4,70.4
29.5,19.3,2.6,73.9
30,18.6,2.2,67.6
30.1,19.1,1.7,66.3
29,20,2,67
30.2,20.5,1.6,66.6
29.9,20,2.2,68.2
30.2,20.8,2.3,71.2
29.9,20.7,2.7,64.6
30.1,21.5,2.4,67.8
29.5,21.5,2,69.6
29.9,21.7,2.5,69.1
29.8,20.6,2,63.3
29.7,21.5,2.6,64.9
29.6,21.4,2.4,64.7
29.8,20.9,2,68.6
29.7,21,2.3,68.5
29.6,21.5,3,65.7
29.7,22.5,2.8,70.1
30.1,21.9,2.9,66.5
29.9,21.7,2.7,70.4
29.5,21.2,2.8,72.1
29.9,21.2,2.8,63.9
29.5,21.1,2.9,67.8
30,21,2.3,68.5
29.8,20.9,2.6,63.4
30.2,21,2.8,66
29.8,21,3.1,66.2
29.7,21.3,2.2,65.3
29.7,20.3,2.6,69.1
29.9,20.5,2.6,66.4
29.5,19.7,2.3,68.4
29.6,20.4,2.2,71.9
30,20.8,2.1,72.8
30.6,20.1,2,62.7
31.4,20.2,1.9,59.4
31.4,20.9,1.8,52
32,20.5,2.2,53.4
32.4,20.5,2,55.1
32.5,20.8,2.3,56.5
32.9,20.7,2.4,56.1
32.6,20.7,1.7,52.7
32.1,21,2.1,55.9
31.7,21.2,2.4,54.4
30.5,21.8,3,57.3
31.1,22.1,2.4,65.6
30.1,21.8,2.3,65.5
30.4,23,2.7,74.7
31.3,22.7,2.7,55.3
30.1,21.7,2.4,52.6
30.4,20.9,2.5,66.3
30.5,20.2,2.8,65.3
30.3,21.3,2.2,66.1
30.4,21.2,2.4,64
30.6,23,2.9,67.9
31.1,21.6,3.2,74.4
31,21.8,3.1,66.7
31.2,22.2,2.9,65.7
31.1,22.2,3.1,64.8
31.3,21.4,3.2,68.5
31,23.1,2.8,76.5
30.9,22.7,2,75.5
30.8,24.3,3.5,72.6
30.3,23.8,3,76
30.3,23,2.6,70.3
30.6,23.3,2.3,68.7
30.8,23.9,2.8,67.5
30.7,23.9,2.3,66.5
30.7,23.1,2.7,65.8
30.7,23,3,64.9
32,23.1,2.8,59.7
31.1,23.7,2.4,62
33,23.6,2,60
34.2,23.2,2,52.8
35.1,23.4,1.7,54
34.7,23.8,1.6,56.3
35.4,23.8,1.4,57.9
35.7,24.6,2,50.7
35.6,24.4,1.9,51.9
35.3,24.3,1.7,49.6
35.1,25.1,2,45.8
34.9,25.5,2.2,53.7
34.4,25.5,2,48.1
34,24.9,2.6,59.9
34.2,25.1,2.1,60.9
34.9,24.8,2.2,57.8
35.5,25.2,2.3,53.6
37.3,24.6,1.9,48.4
37.4,25,1.9,37.6
37.8,25.7,1.8,34.7
37.7,26.1,2.2,34.4
37.7,25.7,2.2,43.1
35.2,24.9,2.3,42.4
34.8,25.8,2.3,53.4
36.4,25.4,2.1,47.6
36,25.5,2.3,41.4
35.3,26.1,2.3,47.4
36,26.7,2.1,54
36.5,26.6,2.7,55.4
35.1,26.6,2.4,48.9
36.1,26.7,2,42.9
36.1,26.1,2,36.8
35.7,27.1,2.4,47.7
35.1,27.1,2.7,52.1
34.8,26.1,2.2,62.5
35.4,26.2,2.1,58.7
35.8,25.6,1.9,52.9
35.6,26.2,2.4,47.9
35.2,26.1,2.7,54.8
36.3,26,2.5,49.9
37.2,25.9,2.7,55.5
36.1,26.3,2.5,45.3
36.1,26.2,2.7,43.7
36.5,26.3,2.2,46
36.4,26.8,2.3,47.4
37.1,27.9,2.1,41.8
36.7,28.2,2.3,45.6
36,27.9,2.3,47.3
37.4,27.6,2.2,45.6
37.2,27,2.3,49.1
36.5,28.1,2.6,48.5
37,26.8,2.1,46.8
35.7,27.3,3,42.6
36.6,26.7,2.8,54.2
35.5,26.8,2.3,42.8
35.1,25.4,3.2,61.7
34.9,27.6,3,67.9
35.6,27.8,2.7,61.4
36.4,27.6,3,61.6
32.1,26.6,3.1,69.7
33.4,24.6,3.1,52.9
36.6,27.6,3.2,44
38.4,28.2,3.3,41.5
37.6,28.9,3.2,37.6
39.7,28.4,3.3,44
38.1,28.7,3.3,34
38.9,29.1,3.1,32.5
37,29.3,2.9,42.2
37,28.2,2.5,42.5
36.4,28,2.5,45.3
37.4,27.3,2.5,54.9
40,28.9,2.3,45.3
41.8,30,4.2,41.8
41.1,29.6,3.4,34.1
38.2,28.5,3.2,34.9
36.2,27.8,3.3,48.1
35.6,27.7,3.1,57.7
36.6,28.5,3,47.6
36.8,28.3,2.8,48.3
37.5,28.6,3,46.6
37.8,29.4,3.7,46.5
39,29.8,4.2,47.4
37,29.2,3.6,44.2
36.7,28.9,2.9,56.7
36.7,26.6,2.6,63.8
36.9,27.4,2.7,52.5
37.3,28.6,2.8,47.9
38.3,30,3.9,45.7
39.8,30.2,4.5,43.4
40.6,30.8,4.5,46.2
33.9,28.3,5.7,53.5
40.4,29,4.9,48.2
41.3,30,5.4,46.6
42.4,31.6,5.3,46.2
41.6,30.5,5.2,48.2
37.2,30.2,4.8,52.9
40.1,28.9,4.7,55.4
40.5,30.4,4.9,51.3
40.6,29.4,5.5,48.7
37.4,29.7,5.4,61.5
38.4,29.2,5.4,54.7
36,29.1,5.6,56
38.5,30,5.5,58.6
38.2,30.3,5.4,53.9
39.9,30,5.3,49.5
40.4,30.4,5.4,45
40.1,30.6,5.2,49.7
34.2,28.1,4.8,51.7
31.7,26.7,3.2,61.9
31.5,26,3.2,64.8
37.1,27.6,3.4,69.8
36.8,28.4,4,55.6
39.6,29.9,4,52.1
38.8,29.4,4.4,46.3
39.4,30,5.2,48.9
39.4,29.6,4,53.6
39.2,27.5,3.7,71.3
34.9,26.3,3.5,70.4
36.8,26.1,4.2,65.1
35.2,26.7,4.4,68.6
35.4,26.8,4.5,72.8
33.1,28.1,4.9,66.7
29.8,25.9,5.6,70.2
28.4,24.9,6.3,56.6
31.4,25.4,5.5,63.8
29.9,26.5,5.3,64.7
30.7,26.5,5.5,70.9
33.4,26.3,5.4,69.8
34.3,27.5,5.4,66.5
32.2,27.6,5,62.8
30.9,27.6,5.6,66.1
31.3,27.3,5.3,62.7
31.6,27,5.4,63.9
33.2,27,6.1,71
35,26.2,6.1,59
34.7,26.4,5,61.6
36.5,26.8,4.3,63.4
31.8,26.7,4.3,64.7
27.6,25.3,4.5,71.5
27.6,24.5,5.7,71
28.7,24.9,5.5,68.4
31.3,26.3,5.2,67.3
33.4,26.1,4.8,66.2
35.2,27.7,4.4,66.2
34,28,5.1,62.6
34,28.3,5.2,66.4
33.7,27.7,5.8,63.1
33.3,26.6,5.8,70.3
35.6,27.3,5,66
35.7,27.6,4.5,68.4
36.2,27.2,4.3,63.9
35.6,27.6,3.9,66.7
35.8,28,4.1,68.3
35.7,27.7,3.8,65.8
35.5,26.8,4.2,66.6
35.9,27.4,4.2,64.7
36.2,28.3,4.2,65.8
35,26.6,4.3,65.5
30.8,26.2,4,66.7
34.2,26.2,3.2,70.4
34.4,25.9,2.3,71
34.5,27.8,2.6,65.5
35,26.9,2.2,76
34.5,27.4,2.2,65.7
33.5,27,2.9,69.4
33.7,27.3,2.6,70.8
34.5,27.4,2.5,74.9
35.2,26.6,2.9,68.8
32.5,24.7,3,74.4
30,25.2,3.5,77.8
27.9,25,3.5,77.9
28.9,25.2,3.6,73.7
31.6,26,3.9,69.6
30.9,26.2,4.6,75.8
30.7,26.4,5.2,72.1
33.2,26.8,4.2,70.7
34.4,27.2,3.6,75.1
33.2,27.3,3.4,80.5
31.8,26.3,4.4,71.8
28.5,25.2,4.5,79.2
31.2,25.2,5.3,81.1
33.8,26.3,4.6,71.3
33.8,25.9,4.1,70.7
33.9,27,4.1,70
33.5,26.5,3.3,73.8
33.4,25.7,3.3,75.1
33.5,26.4,3.4,76.5
34.5,26.3,3.2,73.1
33.3,25.4,3.6,74.7
30.8,25.2,3.7,77.5
31.2,25.7,3.9,70.7
31.9,26.2,3.6,76
30.1,25.5,3.6,69.5
29.6,25.9,4,74.8
34,26.3,3.3,72.4
34.9,26.9,2.7,74.3
33.8,27,2.4,70.9
33,26.3,2.1,78.2
34.2,26.6,2.2,77.8
33.7,26.5,2.5,73.4
33.9,26.9,2.5,70.7
33.8,26.2,2.5,68.3
34,26.5,2,70.2
34.5,26.5,2.3,69.7
34.8,26.3,2.1,66.3
34.5,25.5,2.4,62.8
34.1,26.2,1.5,66.1
34.9,26.1,1.9,64.4
34.7,25.5,2.1,63.9
33.6,26.1,2.3,66.8
33.8,26.2,1.9,71
33.6,25.8,1.8,72.6
33.5,26.1,1.5,74.3
34.3,26.4,2.4,68.3
33.1,26.6,3.3,69.4
28.3,25.5,4,52.5
33.8,25.9,4,65
34.3,26.7,2.6,68.9
32.5,27.1,2.8,75.9
33.2,26.2,2.5,71.3
33.2,26.1,2.4,74.8
32.8,25.3,2.1,80.5
32.7,24.4,2,82.3
33.1,24.9,2.4,76.5
32.8,25.3,2.5,69.9
32.8,25.4,2,76
32.9,24.8,1.5,75.5
32.2,24.7,2,71.6
31.4,24.4,2.1,82
28.4,24.1,2.3,87.6
28,23.5,1.7,80.8
31,23.2,2.2,70.3
31.7,23.3,2.5,62.9
31.9,22.8,2.2,65.5
32.1,22.7,2,61.4
30.9,23,2.2,68.2
31.8,22.5,2.5,73.6
32.2,22.7,2.4,65.8
32.3,22.3,2.4,58.9
32.3,21.2,2.3,57.9
32.4,21.4,2.2,55.3
32.9,22,2.6,56.9
32.2,22.3,2.3,58.3
27.9,24.5,2.1,64.8
31.2,24.9,2.2,70.8
31.9,24.6,2.3,71.4
31.1,24.9,2.4,76.6
30,24.8,2.7,77.1
31.3,24.7,2.4,74.1
32.1,24.2,1.9,68.8
32,23.2,2.1,68.3
32.2,23.5,2.1,71.7
31.7,24,2.4,66.8
31.8,24.9,1.9,62.7
31.8,22.7,2.1,69.8
31.3,21.6,1.6,70
31.4,21.4,1.8,65.6
30.7,21.9,2.1,65.7
30.9,21.7,2.4,67.5
30.8,20.5,2.2,73.1
30.9,19.6,2.3,60.8
31.1,19.4,2.1,69.5
31.2,19.9,1.5,67.3
31.3,19.8,1.7,73.1
31.7,19.1,2.4,77.3
32,19.2,2.3,58
31.7,18.9,1.8,70.1
33.9,20.3,1.9,68.3
33.2,20.2,2.2,57.2
30.9,19.2,2.1,60.4
30.6,19.8,2.2,66.2
30.9,19.7,1.6,73.5
30.7,19.8,1.9,73
30.6,21.8,1.8,70.6
29.3,22.3,2.1,73.5
33.2,23.9,2.1,74.2
30.6,24.2,2.6,71.2
29.4,23.5,2.3,70.4
30.1,23.3,2.2,80.2
31.2,22.6,2.1,79.1
32.1,23.1,2.8,73.3
29.4,22.4,3,68.1
28.4,20.3,3,65
28.6,19.7,2.7,63.3
28.4,16.8,2.4,66.9
28.6,17.1,1.9,60.7
28.6,17.1,2.2,60.6
29.3,18.6,2,71.5
29.5,18.5,2,71.3
28.8,18,1.9,60.4
29,18,2.9,59.2
29,18.1,2.4,65.2
28.2,19.2,2.4,72.3
26,19.5,2.7,73.8
26.3,20.4,2.2,61.9
29.2,22.4,2.8,70.2
31.1,22.9,2.6,80.2
31.5,23.7,1.8,85.5
30,23.5,2.5,78.6
30.7,23,2.3,77.7
30.9,22.3,2.5,66.8
30.4,21.7,2.2,60.6
30.1,20.9,2.1,66.1
29.9,20.1,2,56.8
30.1,18,1.9,64.7
29.6,17.4,2.3,52.1
29,17.3,2.3,56.5
29.3,16.4,2,53.7
29.6,17.4,2.1,55
29.2,17.9,1.6,60.4
29.3,19.1,1.9,58.2
30.2,19.3,2,58.5
29.6,18,2,66.2
29.4,17.4,2.2,61
29.1,17.7,2.6,67
28.9,18.1,2.6,62.2
28.5,18.7,2.6,65
29,17.9,2.7,62.9
29.6,19.1,2.7,69.8
29.6,19,2.8,71.7
29.8,18.9,2.9,61.8
29.9,20.1,2.9,69.4
29.7,19.5,2.9,65.8
30.1,19.5,2.8,72.7
30.1,20.9,2.5,71.1
30.1,20.9,2.4,67.2
29.9,21.1,2.6,68.1
30.2,20.5,2.1,62.9
29.8,21.6,3,65.2
30,20.6,2.9,60.3
31.1,19.2,2.4,60.9
30.9,19.1,2.6,62.2
30.7,18.5,2.6,53.1
30.4,19.7,2.9,61.9
31.1,20.7,2.9,60.2
30.8,21.6,3.4,63.3
30.7,21.7,3.2,66.2
30.8,21.9,2.8,69.5
31.5,20.8,2.4,63.7
32,20.9,1.9,60.9
32.5,21.3,1.9,57.1
32.9,21.9,2.2,54.9
32.3,21.3,2,55.2
32.6,21.5,1.7,54.2
32.9,22,2.1,57.9
32.1,22.1,2.4,60.2
32.1,22.2,2.5,63.1
32.8,21.8,2.2,59.4
33.3,21.3,2.4,52.1
33.8,21.1,2.1,57
33.9,20.4,2.4,57.7
32.9,20.6,2,55.1
33,20.5,2.5,55
32.8,20.5,2.5,56.7
31.9,22.2,3.2,67.8
31.1,22.9,2.8,75.7
31.2,24.5,2.6,73
32.8,24,2.4,69.7
32.9,24.2,2.4,64.2
34,24.1,2.5,62.6
34.9,25.1,2.1,65.1
32.9,24.9,2.4,70.6
33.1,25.2,2.3,64.3
32.6,24.4,2.1,64.8
34.7,23.7,2.4,65.6
33.6,22.1,2.8,55.9
33.5,23,3.1,58.9
34.7,22.9,2.6,60.8
34,23,3.3,57.9
34.6,23.5,3.1,63.2
34.1,23.7,2.8,64.5
34.5,22.8,2.3,60.3
36.1,23.3,2.3,50.6
35,24.2,2.6,53.1
35.4,24.8,2.7,52.4
35.8,24.8,2.2,46.1
36.4,24.5,2.2,47.1
36.3,23.9,2,42.7
35.7,24.7,2.4,54.4
35.1,25.8,2.5,54.9
34.1,25.6,2.8,56.7
34.4,25.4,2.7,58.1
34.8,25.3,2.6,54.9
34.9,26.3,2.6,59
33.7,26.5,3.2,72.3
34.8,26.1,2.9,65.7
35.3,26.1,2.4,63.3
36.6,26.8,2.7,59.1
36.3,27.2,2.7,54
36.8,27.5,3.1,54
36.4,27.4,2.9,57.4
35.7,27.3,2.9,56.7
35.7,27.1,3,60.8
35.2,26.4,3.1,62.1
35.4,26.5,2.9,62.2
36.1,26.3,2.9,62
35.1,26.2,3,65.8
32.1,26.1,2.7,74.9
32.7,25.3,2.7,74.6
31.7,24.3,2.6,65.6
32,24.4,2.4,74.9
32.5,24.6,2.2,67.9
35,25,2.4,66.6
36.1,25.4,2.5,58.2
35.8,26.7,2.5,59.1
36.3,27.3,2.8,56.8
37,27.8,2.8,59.2
37.7,28,2.8,58.1
37.1,28.3,3.1,57.7
32.3,24.8,3,64.3
34.6,24.5,3.1,68.5
34.6,25.4,3,63.4
35.7,25.1,2.4,63.5
36.4,27.8,2.7,56
34.5,27.3,3.2,49.5
36.7,28.3,3.4,53.7
37.1,28.7,2.7,49.9
37.7,28.4,2.9,56.6
36.5,28.1,3.1,57.4
35.8,27.7,2.8,62.9
36.4,26.5,2.9,58.3
36.4,27.6,2.5,61.5
36.8,26.8,2.5,62.4
37.8,28.3,2.6,54.4
37.2,28,2.3,52.4
36.9,28.5,2.6,57.3
36.5,28.9,2.4,59.3
37.3,28.2,2.4,58.7
36.2,28.6,2.1,61.1
36,27.7,2.7,67.2
36.6,28.4,2.5,73.8
36.3,26.6,2.1,78.9
34.2,26.5,2.1,67.3
37.9,27.7,2.7,59.6
39.9,29.4,3.6,51.8
42.4,30.7,3.8,54.7
40.1,30.5,3.7,44.6
43.4,31.2,4.3,45.5
44.7,30.6,4.9,47.9
46.2,30.3,3.9,41.5
44.3,30.8,4.6,44.1
43.6,31,4,48.6
40.2,30.7,4.5,45.7
38.4,30.3,3.8,48.4
38.6,30.2,3.3,49.4
38.9,30.2,3.2,48.3
38.1,29.9,2.8,48.3
34.6,25.9,3.5,60.3
35.5,27.3,4.1,57.5
34.2,27.3,2.8,57.2
36.3,28.4,2.8,54.7
35.3,27.5,2.9,64
29.3,25.4,2.7,64.6
32.3,26.3,3.1,64.7
30.1,27.6,3.4,57.9
32.5,26.6,3.6,56.9
38.7,27.9,3.7,55.6
40.3,29.8,3.7,57.2
33.8,27,3.3,73.7
35.1,26.2,3,75.9
30.5,24.8,3.5,74.9
31.9,25.1,4.1,74.7
31.5,26.1,3.8,69.7
30.9,26.2,4.2,82.8
28.6,25.4,4.5,77.4
27.4,24.7,5.2,78
27.6,24.2,5.7,73.6
30.6,25.3,5.1,83
33.1,26,5.3,73.6
33.8,26.9,5,65.2
34.5,28.2,5.2,67.3
35.8,27.7,5.7,66.7
36,28,5.3,58.1
36.4,28.4,4.8,69
35.8,27.9,4.8,65.6
36.4,28.1,3.5,63
37,27.6,3.9,57.6
36.1,26.7,3.8,69.2
35.6,27.2,3.7,66.5
35.2,27.5,4.2,64.3
37.6,28.9,4.5,55.6
38,29.1,5,53.1
37.8,29.3,5.1,54.9
38,29.3,4.9,57.7
37.5,29.4,5.3,59.8
37,29.4,5.4,61.4
35.5,29.5,5.3,66.4
36.3,27.8,4.7,68.2
37.9,28.2,4.3,60.9
38.5,27.2,4,66.1
37,27,3.7,67.9
36.3,26.7,4,72
35.5,27.6,4,64.3
36.6,28.7,4.6,64.8
36.4,28.3,4.5,72.3
34.6,27.9,5.3,73.7
35.3,26.4,5.3,69.5
34.6,26.9,4.9,68.9
30.3,25.8,4.7,72.7
32.5,26.7,3.9,75.4
34.8,27.2,4,78.7
35.5,28.1,4.8,76.4
33.7,27.6,4.8,70.6
35.2,27.9,5.1,71.7
36.9,28.1,4.8,67.9
36.1,28.2,5.2,63.9
36.4,28.6,4.7,66.2
36,28.1,4.8,69.3
35.8,26.5,4.2,73.8
36.5,26.4,3.5,72.6
34.6,27,3.7,76.2
33.6,26.2,4.4,77.1
33.9,26.5,5,83.1
33.9,25.9,4.3,69.2
33.1,26.4,3.8,75.7
34.1,27.2,4,76.2
33.9,26.8,3.8,71.3
34.7,26.6,3.5,73
32.8,25.5,3.5,75.6
29.2,25.6,3.9,78.7
31,25.8,3.8,80.1
33.8,26.5,3.1,72.8
35,27.8,3.4,75.3
31.5,26.4,3.1,85.1
33.7,26.2,2.6,79.1
34,27.5,2.3,79.2
34.1,27.3,2.6,79.1
33.9,26.5,2.8,74.3
34.2,25.3,2.9,83.2
32.7,25.9,2.9,81.8
34.2,26.5,3.3,73.8
35.5,27,3.5,75.4
35.2,27.7,3.6,70.8
32.2,27.6,3.6,67.4
29.9,26.3,3.6,81.3
33,25.9,3.8,82.7
33.3,26.4,3.9,81
32.8,26.8,3.9,77.5
33.7,26.3,3.3,80.1
34.1,27.3,3.3,73
35,27.7,3.2,69.9
33,27.3,2.4,72.3
34.4,27.4,2.8,74.5
34.3,27.6,2.5,74.8
33.9,25.3,2.7,72
32.3,25.2,2.9,81
33.5,26.5,2.4,77.9
33.7,26.6,2.1,76.9
34.2,26.5,2.4,76.1
34.1,26.1,2.8,78.6
30.4,25.6,3.3,70.7
29.9,25.2,3.1,75.9
30.2,25.7,3.7,82.3
30.8,25.8,3.5,77.8
31.4,26.1,4.2,81.7
31.8,26.4,4.1,85.1
33.7,27.5,3.4,82
30,25.6,3,83.3
30.6,24.9,3,79.4
33.5,25.4,2.7,75.6
34,27.2,2.8,75.5
35,27.2,2,74.4
35.8,27.3,2.3,75.2
35.6,27.3,2.4,73.3
34.4,26.2,2.4,77.5
34.4,26.1,2,73.7
33.4,25.6,2.3,73.5
33.2,26.3,2.2,76.5
32.4,25.9,2.2,76.9
31.8,26.1,2.1,83
32.3,26.3,2.2,77.2
34.5,26,2,79.1
34.2,26.2,2.2,75.2
34.5,26,2.2,75.1
34.8,26.2,2.2,69.4
33.5,26.5,2.2,71.4
34.3,26.6,1.9,68.5
34.8,26.2,1.9,66
36.1,26.9,2.2,69.1
36.1,26.5,1.9,74.6
36.8,26.5,1.7,70.9
36.2,26.2,1.6,61.7
34.6,26.1,1.3,68.6
33.1,25,1.4,68.4
33.1,26,1.9,75.6
33.5,25.8,2,78.1
33.9,26.1,2,73.7
34,25.6,2,71.5
34.4,25.7,1.9,69.9
34.5,25.8,2.2,66.9
34.7,25.3,2.2,63.1
34.9,24.8,1.9,69.2
33.7,25.4,2.3,66.6
33.2,26.1,2.2,67.2
33.3,24.5,2.1,66.4
33.6,23.2,2.4,65.6
31.4,23.3,2.3,71.4
33.1,24.9,2.1,80.2
32.1,25.3,2.4,80.3
28.8,24.4,2.4,75.8
30.3,23.9,2,75.3
31.6,24.4,1.9,71.9
31.6,25,2,74.4
32.6,24.7,2,74
32.6,24.5,1.9,73
32.8,23.9,2.1,67.2
32.3,23.8,2.2,72.8
32.1,24.3,2.7,78.4
28.5,23.6,3.6,73.9
28.9,22.9,2.9,70.6
31.6,22.9,2.9,70.5
31.8,22.5,2.5,70.6
32.5,21.4,2.3,65.3
31.5,21.4,2.1,67.8
31.4,22.1,2.4,81.9
26.9,22.6,2.4,78
24.4,19.5,2.6,78.5
28.8,20.6,2.6,77.4
28,22.8,3,79.7
28.9,22.7,2.2,73.5
30.4,23.2,2.5,76.4
30.7,23.2,2.6,77.2
31,23.5,2.5,75.8
31.1,23.5,1.9,75.1
30.7,22.8,2.2,67.9
30.9,21.7,2.1,68.1
31,22.2,2.1,64.9
31.2,22.5,2,75.7
30.5,24.2,2.9,77.5
30.1,24.6,2.5,81
29.8,24.6,2.1,78.1
28.2,24.5,2.6,82.1
31.3,23.8,2.6,75.6
31.5,22.7,2.8,65.1
30.6,22.9,2.3,71.9
30.3,22.4,2.3,74.5
30.9,21.1,2.2,68.8
30.9,20.9,2.1,63.9
30,20.2,2.1,71.2
30.3,19.9,2,64.8
31,20.6,2,72.1
32.1,23.1,1.6,71.6
31.5,23.8,1.7,64.9
31.3,23,2,73.3
31.2,22.1,1.9,55.8
31.5,22.6,2.1,58.3
31.4,22.4,2.2,66.6
32.3,22.9,1.9,70.7
31.8,22.1,2.4,68.7
31.2,22.9,2,68.5
31.3,23.2,2.1,68.8
31.8,22.9,1.8,69.7
32.1,24,1.9,69.7
31.4,23.1,2.4,61.7
31.1,22.8,2.7,64.6
28.3,20.6,2.4,54.1
29,19.1,2.6,59.1
30.3,17.9,2.2,50.6
31.1,18.8,2.1,54
30.6,18.7,2,62.6
30.1,20.2,2.3,57.6
30.7,20.5,2,67.3
30.4,20.4,1.8,60
31.1,20.3,1.5,60.7
31,21,2.1,60.8
30.5,21.1,1.7,64.8
30.7,20.6,2,61.2
30.4,20.1,2.1,63.3
30.8,19.5,2.1,58.8
31.6,19,1.7,52.3
31.2,20.2,1.9,60.9
31,19.4,1.8,53.9
31.2,19.3,1.8,57.5
30,19.5,1.6,57.5
30.2,20,2.2,58.6
30.7,20.5,2.2,67.3
